sys_sample_code,chemical_name,cas_rn,fraction,lab_qualifiers,lab_sdg,sample_date,result_value,result_unit,qc_original_conc,qc_spike_added,qc_spike_measured,qc_spike_status,method_detection_limit,detection_limit_unit,quantitation_limit,sample_type_code,DEC_sample_type,analysis_date
13-GUNK-37.7-07112018-W,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1806544,7/11/2018 12:00,181,mg/l,NA,NA,NA,,1,mg/l,2,N,N,7/23/2018 20:54
13-GUNK-37.7-07112018-W,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1806544,7/11/2018 12:00,NA,mg/l,NA,NA,NA,,0.007,mg/l,0.01,N,N,7/12/2018 14:18
13-GUNK-37.7-07112018-W,CHLORIDE (AS CL),16887-00-6,TRUE,,R1806544,7/11/2018 12:00,275,mg/l,NA,NA,NA,,2,mg/l,20,N,N,7/16/2018 15:21
13-GUNK-37.7-07112018-W,Chlorophyll A,479-61-8,TRUE,,R1806544,7/11/2018 12:00,14.2,ug/l,NA,NA,NA,,NA,ug/l,0.8,N,N,7/26/2018 12:00
13-GUNK-37.7-07112018-W,Cadmium,7440-43-9,TRUE,J,R1806544,7/11/2018 12:00,0.093,ug/l,NA,NA,NA,,0.064,ug/l,1,N,N,7/17/2018 15:24
13-GUNK-37.7-07112018-W,Copper,7440-50-8,TRUE,,R1806544,7/11/2018 12:00,7.8,ug/l,NA,NA,NA,,0.66,ug/l,1,N,N,7/17/2018 15:24
13-GUNK-37.7-07112018-W,Lead,7439-92-1,TRUE,,R1806544,7/11/2018 12:00,2.2,ug/l,NA,NA,NA,,0.067,ug/l,1,N,N,7/17/2018 15:24
13-GUNK-37.7-07112018-W,Nitrogen,KN,TRUE,,R1806544,7/11/2018 12:00,7.47,mg/l,NA,NA,NA,,NA,mg/l,0.2,N,N,7/25/2018 12:39
13-GUNK-37.7-07112018-W,Zinc,7440-66-6,TRUE,,R1806544,7/11/2018 12:00,14.3,ug/l,NA,NA,NA,,2.5,ug/l,5,N,N,7/17/2018 15:24
13-GUNK-37.7-07112018-W,Calcium,7440-70-2,TRUE,,R1806544,7/11/2018 12:00,62700,ug/l,NA,NA,NA,,110,ug/l,1000,N,N,7/18/2018 13:11
13-GUNK-37.7-07112018-W,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1806544,7/11/2018 12:00,0.82,mg/l,NA,NA,NA,,0.04,mg/l,0.1,N,N,7/25/2018 20:18
13-GUNK-37.7-07112018-W,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1806544,7/11/2018 12:00,700,mg/l,NA,NA,NA,,4,mg/l,10,N,N,7/18/2018 21:05
13-GUNK-37.7-07112018-W,Arsenic,7440-38-2,TRUE,,R1806544,7/11/2018 12:00,7.3,ug/l,NA,NA,NA,,0.39,ug/l,1,N,N,7/17/2018 15:24
13-GUNK-37.7-07112018-W,Magnesium,7439-95-4,TRUE,,R1806544,7/11/2018 12:00,9940,ug/l,NA,NA,NA,,29,ug/l,1000,N,N,7/18/2018 13:11
13-GUNK-37.7-07112018-W,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1806544,7/11/2018 12:00,0.0179,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,N,N,7/19/2018 13:57
13-GUNK-37.7-07112018-W,Aluminum,7429-90-5,TRUE,,R1806544,7/11/2018 12:00,419,ug/l,NA,NA,NA,,11.5,ug/l,50,N,N,7/23/2018 14:57
13-GUNK-37.7-07112018-W,Silver,7440-22-4,TRUE,U,R1806544,7/11/2018 12:00,NA,ug/l,NA,NA,NA,,0.039,ug/l,1,N,N,7/17/2018 15:24
13-GUNK-37.7-07112018-W,Iron,7439-89-6,TRUE,,R1806544,7/11/2018 12:00,6520,ug/l,NA,NA,NA,,13,ug/l,100,N,N,7/18/2018 13:11
13-GUNK-37.7-07112018-W,Nickel,7440-02-0,TRUE,,R1806544,7/11/2018 12:00,3,ug/l,NA,NA,NA,,0.26,ug/l,1,N,N,7/17/2018 15:24
13-GUNK-37.7-07112018-WDUP,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1806544,7/11/2018 12:00,181,mg/l,181,NA,NA,,1,mg/l,2,LR,,7/23/2018 21:01
13-GUNK-37.7-07112018-WMS,CHLORIDE (AS CL),16887-00-6,TRUE,,R1806544,7/11/2018 12:00,476,mg/l,275,200,476,,2,mg/l,20,MS,,7/16/2018 15:26
13-GUNK-37.7-07112018-WMSD,CHLORIDE (AS CL),16887-00-6,TRUE,,R1806544,7/11/2018 12:00,478,mg/l,NA,NA,NA,,2,mg/l,20,SD,,7/16/2018 15:32
13-GUNK-37.7-07252018-WS,CHLORIDE (AS CL),16887-00-6,TRUE,,R1806960,7/25/2018 12:45,41.5,mg/l,NA,NA,NA,,0.2,mg/l,2,N,N,8/8/2018 5:26
13-GUNK-37.7-07252018-WS,Cadmium,7440-43-9,TRUE,U,R1806960,7/25/2018 12:45,NA,ug/l,NA,NA,NA,,0.064,ug/l,1,N,N,8/3/2018 14:29
13-GUNK-37.7-07252018-WS,Chlorophyll A,479-61-8,TRUE,,R1806960,7/25/2018 12:45,38.6,ug/l,NA,NA,NA,,NA,ug/l,1.2,N,N,8/14/2018 11:00
13-GUNK-37.7-07252018-WS,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1806960,7/25/2018 12:45,0.129,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,N,7/26/2018 22:05
13-GUNK-37.7-07252018-WS,Magnesium,7439-95-4,TRUE,E,R1806960,7/25/2018 12:45,3310,ug/l,NA,NA,NA,,29,ug/l,1000,N,N,7/30/2018 23:47
13-GUNK-37.7-07252018-WS,Silver,7440-22-4,TRUE,U,R1806960,7/25/2018 12:45,NA,ug/l,NA,NA,NA,,0.039,ug/l,1,N,N,8/3/2018 14:29
13-GUNK-37.7-07252018-WS,Zinc,7440-66-6,TRUE,J,R1806960,7/25/2018 12:45,2.7,ug/l,NA,NA,NA,,2.5,ug/l,5,N,N,8/3/2018 14:29
13-GUNK-37.7-07252018-WS,Aluminum,7429-90-5,TRUE,,R1806960,7/25/2018 12:45,125,ug/l,NA,NA,NA,,2.3,ug/l,10,N,N,8/3/2018 14:29
13-GUNK-37.7-07252018-WS,Arsenic,7440-38-2,TRUE,,R1806960,7/25/2018 12:45,1.4,ug/l,NA,NA,NA,,0.39,ug/l,1,N,N,8/3/2018 14:29
13-GUNK-37.7-07252018-WS,Iron,7439-89-6,TRUE,,R1806960,7/25/2018 12:45,776,ug/l,NA,NA,NA,,13,ug/l,100,N,N,7/30/2018 23:47
13-GUNK-37.7-07252018-WS,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1806960,7/25/2018 12:45,0.0636,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,N,N,8/2/2018 21:21
13-GUNK-37.7-07252018-WS,Lead,7439-92-1,TRUE,J,R1806960,7/25/2018 12:45,0.45,ug/l,NA,NA,NA,,0.067,ug/l,1,N,N,8/3/2018 14:29
13-GUNK-37.7-07252018-WS,Calcium,7440-70-2,TRUE,E,R1806960,7/25/2018 12:45,17800,ug/l,NA,NA,NA,,110,ug/l,1000,N,N,7/30/2018 23:47
13-GUNK-37.7-07252018-WS,Copper,7440-50-8,TRUE,,R1806960,7/25/2018 12:45,2.9,ug/l,NA,NA,NA,,0.66,ug/l,1,N,N,8/3/2018 14:29
13-GUNK-37.7-07252018-WS,HARDNESS (AS CACO3),HARD,TRUE,,R1806960,7/25/2018 12:45,58.1,mg/l,NA,NA,NA,,NA,mg/l,6.62,N,N,7/30/2018 23:47
13-GUNK-37.7-07252018-WS,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1806960,7/25/2018 12:45,NA,mg/l,NA,NA,NA,,0.007,mg/l,0.01,N,N,7/26/2018 22:05
13-GUNK-37.7-07252018-WS,Nitrogen,KN,TRUE,,R1806960,7/25/2018 12:45,0.69,mg/l,NA,NA,NA,,NA,mg/l,0.2,N,N,8/14/2018 15:31
13-GUNK-37.7-07252018-WS,Nickel,7440-02-0,TRUE,J,R1806960,7/25/2018 12:45,0.96,ug/l,NA,NA,NA,,0.26,ug/l,1,N,N,8/3/2018 14:29
13-GUNK-37.7-07252018-WS,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806960,7/25/2018 12:45,0.129,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,N,N,8/17/2018 15:11
13-GUNK-37.7-07252018-WS,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1806960,7/25/2018 12:45,35.2,mg/l,NA,NA,NA,,1,mg/l,2,N,N,8/6/2018 16:18
13-GUNK-37.7-07252018-WS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1806960,7/25/2018 12:45,157,mg/l,NA,NA,NA,,4,mg/l,10,N,N,7/31/2018 14:35
13-GUNK-37.7-07252018-WS,TURBIDITY,TURB,TRUE,,R1806960,7/25/2018 12:45,8.83,ntu,NA,NA,NA,,0.06,ntu,0.1,N,N,7/26/2018 14:00
13-GUNK-37.7-07252018-WS,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1806960,7/25/2018 12:45,0.57,mg/l,NA,NA,NA,,0.08,mg/l,0.2,N,N,8/14/2018 15:31
13-GUNK-37.7-07252018-WS,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1806960,7/25/2018 12:45,0.0955,mg/l,NA,NA,NA,,0.002,mg/l,0.005,N,N,8/15/2018 18:28
13-GUNK-37.7-07252018-WSDUP,TURBIDITY,TURB,TRUE,,R1806960,7/25/2018 12:45,8.89,ntu,8.83,NA,NA,,0.06,ntu,0.1,LR,,7/26/2018 14:00
13-GUNK-37.7-081618-WS,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1807890,8/16/2018 11:00,45.2,mg/l,NA,NA,NA,NA,1,mg/l,2,N,N,8/28/2018 0:55
13-GUNK-37.7-081618-WS,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1807890,8/16/2018 11:00,0.058,mg/l,NA,NA,NA,NA,8.00E-04,mg/l,0.005,N,N,9/5/2018 2:58
13-GUNK-37.7-081618-WS,CHLORIDE (AS CL),16887-00-6,TRUE,,R1807890,8/16/2018 11:00,34.3,mg/l,NA,NA,NA,NA,0.2,mg/l,2,N,N,8/30/2018 4:49
13-GUNK-37.7-081618-WS,Chlorophyll A,479-61-8,TRUE,,R1807890,8/16/2018 11:00,1.73,ug/l,NA,NA,NA,NA,NA,ug/l,0.063,N,N,9/13/2018 8:30
13-GUNK-37.7-081618-WS,HARDNESS (AS CACO3),HARD,TRUE,,R1807890,8/16/2018 11:00,50.6,mg/l,NA,NA,NA,NA,NA,mg/l,6.62,N,N,8/29/2018 21:20
13-GUNK-37.7-081618-WS,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1807890,8/16/2018 11:00,0.072,mg/l,NA,NA,NA,NA,NA,mg/l,0.01,N,N,8/17/2018 20:10
13-GUNK-37.7-081618-WS,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1807890,8/16/2018 11:00,0.0723,mg/l,NA,NA,NA,NA,7.00E-04,mg/l,0.002,N,N,9/6/2018 18:01
13-GUNK-37.7-081618-WS,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1807890,8/16/2018 11:00,NA,mg/l,NA,NA,NA,NA,0.007,mg/l,0.01,N,N,8/17/2018 20:10
13-GUNK-37.7-081618-WS,Nitrogen,KN,TRUE,,R1807890,8/16/2018 11:00,0.81,mg/l,NA,NA,NA,NA,NA,mg/l,0.2,N,N,9/7/2018 14:02
13-GUNK-37.7-081618-WS,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1807890,8/16/2018 11:00,0.74,mg/l,NA,NA,NA,NA,0.08,mg/l,0.2,N,N,9/7/2018 14:02
13-GUNK-37.7-081618-WS,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1807890,8/16/2018 11:00,0.0937,mg/l,NA,NA,NA,NA,0.002,mg/l,0.005,N,N,9/4/2018 17:24
13-GUNK-37.7-081618-WS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1807890,8/16/2018 11:00,138,mg/l,NA,NA,NA,NA,4,mg/l,10,N,N,8/23/2018 11:10
13-GUNK-37.7-081618-WS,TURBIDITY,TURB,TRUE,,R1807890,8/16/2018 11:00,3.95,ntu,NA,NA,NA,NA,0.06,ntu,0.1,N,N,8/17/2018 10:45
13-GUNK-37.7-081618-WS,Iron,7439-89-6,TRUE,,R1807890,8/16/2018 11:00,707,ug/l,NA,NA,NA,NA,13,ug/l,100,N,N,8/29/2018 21:20
13-GUNK-37.7-081618-WS,Zinc,7440-66-6,TRUE,J,R1807890,8/16/2018 11:00,2.9,ug/l,NA,NA,NA,NA,2.5,ug/l,5,N,N,9/5/2018 16:02
13-GUNK-37.7-081618-WS,Magnesium,7439-95-4,TRUE,,R1807890,8/16/2018 11:00,2810,ug/l,NA,NA,NA,NA,29,ug/l,1000,N,N,8/29/2018 21:20
13-GUNK-37.7-081618-WS,Cadmium,7440-43-9,TRUE,J,R1807890,8/16/2018 11:00,0.6,ug/l,NA,NA,NA,NA,0.064,ug/l,1,N,N,9/5/2018 16:02
13-GUNK-37.7-081618-WS,Copper,7440-50-8,TRUE,,R1807890,8/16/2018 11:00,4.4,ug/l,NA,NA,NA,NA,0.66,ug/l,1,N,N,9/5/2018 16:02
13-GUNK-37.7-081618-WS,Aluminum,7429-90-5,TRUE,,R1807890,8/16/2018 11:00,97,ug/l,NA,NA,NA,NA,2.3,ug/l,10,N,N,9/5/2018 16:02
13-GUNK-37.7-081618-WS,Arsenic,7440-38-2,TRUE,J,R1807890,8/16/2018 11:00,0.95,ug/l,NA,NA,NA,NA,0.39,ug/l,1,N,N,9/5/2018 16:02
13-GUNK-37.7-081618-WS,Nickel,7440-02-0,TRUE,,R1807890,8/16/2018 11:00,1.3,ug/l,NA,NA,NA,NA,0.26,ug/l,1,N,N,9/5/2018 16:02
13-GUNK-37.7-081618-WS,Silver,7440-22-4,TRUE,U,R1807890,8/16/2018 11:00,NA,ug/l,NA,NA,NA,NA,0.039,ug/l,1,N,N,9/5/2018 16:02
13-GUNK-37.7-081618-WS,Lead,7439-92-1,TRUE,,R1807890,8/16/2018 11:00,1.2,ug/l,NA,NA,NA,NA,0.067,ug/l,1,N,N,9/5/2018 16:02
13-GUNK-37.7-081618-WS,Calcium,7440-70-2,TRUE,,R1807890,8/16/2018 11:00,15600,ug/l,NA,NA,NA,NA,110,ug/l,1000,N,N,8/29/2018 21:20
13-GUNK-37.7-081618-WSMS,Magnesium,7439-95-4,TRUE,,R1807890,8/16/2018 11:00,4760,ug/l,2810,2000,4760,NA,29,ug/l,1000,MS,,8/29/2018 21:24
13-GUNK-37.7-081618-WSMS,Iron,7439-89-6,TRUE,,R1807890,8/16/2018 11:00,1650,ug/l,707,1000,1650,NA,13,ug/l,100,MS,,8/29/2018 21:24
13-GUNK-37.7-081618-WSMS,Calcium,7440-70-2,TRUE,,R1807890,8/16/2018 11:00,17300,ug/l,15600,2000,17300,NA,110,ug/l,1000,MS,,8/29/2018 21:24
13-GUNK-37.7-081618-WSMSD,Calcium,7440-70-2,TRUE,,R1807890,8/16/2018 11:00,17400,ug/l,NA,NA,NA,NA,110,ug/l,1000,SD,,8/29/2018 21:27
13-GUNK-37.7-081618-WSMSD,Iron,7439-89-6,TRUE,,R1807890,8/16/2018 11:00,1650,ug/l,NA,NA,NA,NA,13,ug/l,100,SD,,8/29/2018 21:27
13-GUNK-37.7-081618-WSMSD,Magnesium,7439-95-4,TRUE,,R1807890,8/16/2018 11:00,4760,ug/l,NA,NA,NA,NA,29,ug/l,1000,SD,,8/29/2018 21:27
13-GUNK-37.7-09052018-W,Lead,7439-92-1,TRUE,J,R1808568,9/5/2018 12:17,0.65,ug/l,NA,NA,NA,,0.067,ug/l,1,N,N,9/14/2018 16:47
13-GUNK-37.7-09052018-W,Nickel,7440-02-0,TRUE,,R1808568,9/5/2018 12:17,1.4,ug/l,NA,NA,NA,,0.26,ug/l,1,N,N,9/14/2018 16:47
13-GUNK-37.7-09052018-W,Silver,7440-22-4,TRUE,U,R1808568,9/5/2018 12:17,NA,ug/l,NA,NA,NA,,0.039,ug/l,1,N,N,9/14/2018 16:47
13-GUNK-37.7-09052018-W,Iron,7439-89-6,TRUE,,R1808568,9/5/2018 12:17,1390,ug/l,NA,NA,NA,,13,ug/l,100,N,N,9/14/2018 17:33
13-GUNK-37.7-09052018-W,Calcium,7440-70-2,TRUE,,R1808568,9/5/2018 12:17,21100,ug/l,NA,NA,NA,,110,ug/l,1000,N,N,9/14/2018 17:33
13-GUNK-37.7-09052018-W,Magnesium,7439-95-4,TRUE,,R1808568,9/5/2018 12:17,3740,ug/l,NA,NA,NA,,29,ug/l,1000,N,N,9/14/2018 17:33
13-GUNK-37.7-09052018-W,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1808568,9/5/2018 12:17,0.012,mg/l,NA,NA,NA,,0.007,mg/l,0.01,N,N,9/7/2018 20:04
13-GUNK-37.7-09052018-W,Nitrogen,KN,TRUE,,R1808568,9/5/2018 12:17,1.21,mg/l,NA,NA,NA,,NA,mg/l,0.1,N,N,9/24/2018 17:51
13-GUNK-37.7-09052018-W,Zinc,7440-66-6,TRUE,,R1808568,9/5/2018 12:17,5.7,ug/l,NA,NA,NA,,2.5,ug/l,5,N,N,9/14/2018 16:47
13-GUNK-37.7-09052018-W,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1808568,9/5/2018 12:17,0.145,mg/l,NA,NA,NA,,0.01,mg/l,0.025,N,N,9/21/2018 17:54
13-GUNK-37.7-09052018-W,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1808568,9/5/2018 12:17,170,mg/l,NA,NA,NA,,4,mg/l,10,N,N,9/11/2018 10:30
13-GUNK-37.7-09052018-W,TURBIDITY,TURB,TRUE,,R1808568,9/5/2018 12:17,6.61,ntu,NA,NA,NA,,0.06,ntu,0.1,N,N,9/7/2018 12:30
13-GUNK-37.7-09052018-W,Copper,7440-50-8,TRUE,,R1808568,9/5/2018 12:17,2.6,ug/l,NA,NA,NA,,0.66,ug/l,1,N,N,9/14/2018 16:47
13-GUNK-37.7-09052018-W,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1808568,9/5/2018 12:17,60,mg/l,NA,NA,NA,,1,mg/l,2,N,N,9/17/2018 17:17
13-GUNK-37.7-09052018-W,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1808568,9/5/2018 12:17,0.0734,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,N,N,9/17/2018 19:50
13-GUNK-37.7-09052018-W,CHLORIDE (AS CL),16887-00-6,TRUE,,R1808568,9/5/2018 12:17,45.9,mg/l,NA,NA,NA,,0.2,mg/l,2,N,N,9/17/2018 15:08
13-GUNK-37.7-09052018-W,Chlorophyll A,479-61-8,TRUE,,R1808568,9/5/2018 12:17,5.78,ug/l,NA,NA,NA,,NA,ug/l,0.4,N,N,9/19/2018 18:10
13-GUNK-37.7-09052018-W,HARDNESS (AS CACO3),HARD,TRUE,,R1808568,9/5/2018 12:17,68.2,mg/l,NA,NA,NA,,NA,mg/l,6.62,N,N,9/14/2018 17:33
13-GUNK-37.7-09052018-W,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1808568,9/5/2018 12:17,0.189,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,N,9/7/2018 20:04
13-GUNK-37.7-09052018-W,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1808568,9/5/2018 12:17,0.201,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,N,N,9/13/2018 17:01
13-GUNK-37.7-09052018-W,Cadmium,7440-43-9,TRUE,U,R1808568,9/5/2018 12:17,NA,ug/l,NA,NA,NA,,0.064,ug/l,1,N,N,9/14/2018 16:47
13-GUNK-37.7-09052018-W,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1808568,9/5/2018 12:17,1.01,mg/l,NA,NA,NA,,0.08,mg/l,0.1,N,N,9/24/2018 17:51
13-GUNK-37.7-09052018-W,Aluminum,7429-90-5,TRUE,,R1808568,9/5/2018 12:17,122,ug/l,NA,NA,NA,,2.3,ug/l,10,N,N,9/14/2018 16:47
13-GUNK-37.7-09052018-W,Arsenic,7440-38-2,TRUE,,R1808568,9/5/2018 12:17,1.6,ug/l,NA,NA,NA,,0.39,ug/l,1,N,N,9/14/2018 16:47
13-GUNK-37.7-09052018-WDUP,TURBIDITY,TURB,TRUE,,R1808568,9/5/2018 12:17,6.56,ntu,6.61,NA,NA,,0.06,ntu,0.1,LR,,9/7/2018 12:30
13-GUNK-37.7-09052018-WMS,Silver,7440-22-4,TRUE,,R1808568,9/5/2018 12:17,19.8,ug/l,0,20,19.8,,0.04,ug/l,1,MS,,9/14/2018 16:49
13-GUNK-37.7-09052018-WMS,Iron,7439-89-6,TRUE,,R1808568,9/5/2018 12:17,2340,ug/l,1390,1000,2340,,13,ug/l,100,MS,,9/14/2018 17:36
13-GUNK-37.7-09052018-WMS,Nickel,7440-02-0,TRUE,,R1808568,9/5/2018 12:17,22,ug/l,1.36,20,22,,0.26,ug/l,1,MS,,9/14/2018 16:49
13-GUNK-37.7-09052018-WMS,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1808568,9/5/2018 12:17,0.168,mg/l,0.145,0.025,0.168,,0.01,mg/l,0.025,MS,,9/21/2018 17:56
13-GUNK-37.7-09052018-WMS,Calcium,7440-70-2,TRUE,,R1808568,9/5/2018 12:17,23100,ug/l,21100,2000,23100,,110,ug/l,1000,MS,,9/14/2018 17:36
13-GUNK-37.7-09052018-WMS,Cadmium,7440-43-9,TRUE,,R1808568,9/5/2018 12:17,20.5,ug/l,0,20,20.5,,0.06,ug/l,1,MS,,9/14/2018 16:49
13-GUNK-37.7-09052018-WMS,Zinc,7440-66-6,TRUE,,R1808568,9/5/2018 12:17,25.7,ug/l,5.66,20,25.7,,2.5,ug/l,5,MS,,9/14/2018 16:49
13-GUNK-37.7-09052018-WMS,Magnesium,7439-95-4,TRUE,,R1808568,9/5/2018 12:17,5650,ug/l,3740,2000,5650,,29,ug/l,1000,MS,,9/14/2018 17:36
13-GUNK-37.7-09052018-WMS,Aluminum,7429-90-5,TRUE,,R1808568,9/5/2018 12:17,129,ug/l,122,20,129,*,2.3,ug/l,10,MS,,9/14/2018 16:49
13-GUNK-37.7-09052018-WMS,Arsenic,7440-38-2,TRUE,,R1808568,9/5/2018 12:17,23.3,ug/l,1.56,20,23.3,,0.39,ug/l,1,MS,,9/14/2018 16:49
13-GUNK-37.7-09052018-WMS,Copper,7440-50-8,TRUE,,R1808568,9/5/2018 12:17,23.4,ug/l,2.64,20,23.4,,0.66,ug/l,1,MS,,9/14/2018 16:49
13-GUNK-37.7-09052018-WMS,Lead,7439-92-1,TRUE,,R1808568,9/5/2018 12:17,21.3,ug/l,0.65,20,21.3,,0.07,ug/l,1,MS,,9/14/2018 16:49
13-GUNK-37.7-09052018-WMSD,Silver,7440-22-4,TRUE,,R1808568,9/5/2018 12:17,20.1,ug/l,NA,NA,NA,,0.04,ug/l,1,SD,,9/14/2018 16:51
13-GUNK-37.7-09052018-WMSD,Nickel,7440-02-0,TRUE,,R1808568,9/5/2018 12:17,22.5,ug/l,NA,NA,NA,,0.26,ug/l,1,SD,,9/14/2018 16:51
13-GUNK-37.7-09052018-WMSD,Aluminum,7429-90-5,TRUE,,R1808568,9/5/2018 12:17,139,ug/l,NA,NA,NA,,2.3,ug/l,10,SD,,9/14/2018 16:51
13-GUNK-37.7-09052018-WMSD,Iron,7439-89-6,TRUE,,R1808568,9/5/2018 12:17,2300,ug/l,NA,NA,NA,,13,ug/l,100,SD,,9/14/2018 17:39
13-GUNK-37.7-09052018-WMSD,Magnesium,7439-95-4,TRUE,,R1808568,9/5/2018 12:17,5580,ug/l,NA,NA,NA,,29,ug/l,1000,SD,,9/14/2018 17:39
13-GUNK-37.7-09052018-WMSD,Cadmium,7440-43-9,TRUE,,R1808568,9/5/2018 12:17,20.7,ug/l,NA,NA,NA,,0.06,ug/l,1,SD,,9/14/2018 16:51
13-GUNK-37.7-09052018-WMSD,Arsenic,7440-38-2,TRUE,,R1808568,9/5/2018 12:17,23.9,ug/l,NA,NA,NA,,0.39,ug/l,1,SD,,9/14/2018 16:51
13-GUNK-37.7-09052018-WMSD,Zinc,7440-66-6,TRUE,,R1808568,9/5/2018 12:17,26.4,ug/l,NA,NA,NA,,2.5,ug/l,5,SD,,9/14/2018 16:51
13-GUNK-37.7-09052018-WMSD,Lead,7439-92-1,TRUE,,R1808568,9/5/2018 12:17,21.3,ug/l,NA,NA,NA,,0.07,ug/l,1,SD,,9/14/2018 16:51
13-GUNK-37.7-09052018-WMSD,Calcium,7440-70-2,TRUE,,R1808568,9/5/2018 12:17,22800,ug/l,NA,NA,NA,,110,ug/l,1000,SD,,9/14/2018 17:39
13-GUNK-37.7-09052018-WMSD,Copper,7440-50-8,TRUE,,R1808568,9/5/2018 12:17,23.7,ug/l,NA,NA,NA,,0.66,ug/l,1,SD,,9/14/2018 16:51
13-GUNK-37.7-09052018-WMSD,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1808568,9/5/2018 12:17,0.17,mg/l,NA,NA,NA,,0.01,mg/l,0.025,SD,,9/21/2018 17:57
13-GUNK-37.7-10032018-W,CHLORIDE (AS CL),16887-00-6,TRUE,,R1809619,10/3/2018 12:20,23.9,mg/l,NA,NA,NA,,0.2,mg/l,2,N,N,10/19/2018 2:11
13-GUNK-37.7-10032018-W,HARDNESS (AS CACO3),HARD,TRUE,,R1809619,10/3/2018 12:20,40.3,mg/l,NA,NA,NA,,NA,mg/l,6.62,N,N,10/12/2018 23:12
13-GUNK-37.7-10032018-W,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1809619,10/3/2018 12:20,0.138,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,N,10/5/2018 19:15
13-GUNK-37.7-10032018-W,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1809619,10/3/2018 12:20,0.02,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,N,N,10/13/2018 6:56
13-GUNK-37.7-10032018-W,Copper,7440-50-8,TRUE,,R1809619,10/3/2018 12:20,2.3,ug/l,NA,NA,NA,,0.66,ug/l,1,N,N,10/16/2018 15:13
13-GUNK-37.7-10032018-W,Chlorophyll A,479-61-8,TRUE,,R1809619,10/3/2018 12:20,1.19,ug/l,NA,NA,NA,,NA,ug/l,0.08,N,N,10/15/2018 14:00
13-GUNK-37.7-10032018-W,Arsenic,7440-38-2,TRUE,J,R1809619,10/3/2018 12:20,0.6,ug/l,NA,NA,NA,,0.39,ug/l,1,N,N,10/16/2018 15:13
13-GUNK-37.7-10032018-W,Cadmium,7440-43-9,TRUE,U,R1809619,10/3/2018 12:20,NA,ug/l,NA,NA,NA,,0.064,ug/l,1,N,N,10/16/2018 15:13
13-GUNK-37.7-10032018-W,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1809619,10/3/2018 12:20,35.6,mg/l,NA,NA,NA,,1,mg/l,2,N,N,10/10/2018 13:38
13-GUNK-37.7-10032018-W,Silver,7440-22-4,TRUE,U,R1809619,10/3/2018 12:20,NA,ug/l,NA,NA,NA,,0.039,ug/l,1,N,N,10/16/2018 15:13
