"","Sample Name","Characteristic Name","Analysis Start Date","cas_rn","Result Sample Fraction","result value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","Lab Name Code","Lab Sample Name","Result Value Type","reporting_detection_limit","Analysis Date Timezone","Results Detection Condition"
"668","18LHB009","PHOSPHORUS, TOTAL (AS P)","2018-06-20","7723-14-0","T",0.0168,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"669","18LHB009","TOTAL ORGANIC CARBON","2018-06-20","TOC","T",6,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"670","18LHB010","Color, True","2018-06-20","COLOR","T",47,"color unit",NA,"color unit",1,"","T","",NA,NA,NA,NA,"EDT",""
"671","18LHB010","Nitrate+Nitrite as Nitrogen","2018-06-20","NO3NO2N","T",0.0055,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"672","18LHB010","Nitrogen, ammonia (As N)","2018-06-20","7664-41-7","T",0.114,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"673","18LHB010","NITROGEN, KJELDAHL, TOTAL","2018-06-20","KN","T",1.96,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"674","18LHB010","pH of Color Analysis","2018-06-20","PHCOLOR","T",7.82,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"675","18LHB010","PHOSPHORUS, DISSOLVED (AS P)","2018-06-20","7723-14-0","D",0.04,"mg/l",0.01,"mg/l",0.025,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"676","18LHB010","PHOSPHORUS, TOTAL (AS P)","2018-06-20","7723-14-0","T",0.206,"mg/l",0.01,"mg/l",0.025,"","A","",NA,NA,NA,NA,"EDT",""
"677","18LHB010","TOTAL ORGANIC CARBON","2018-06-20","TOC","T",7,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"678","18LHB011","ALKALINITY, TOTAL (AS CaCO3)","2018-06-18","ALK","T",17.6,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"679","18LHB011","Carbon, Dissolved Organic (DOC)","2018-06-18","DOC","D",5.2,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"680","18LHB011","Chlorophyll A","2018-06-18","479-61-8","T",4.36,"ug/l",NA,"ug/l",0.16,"","A","",NA,NA,NA,NA,"EDT",""
"681","18LHB011","Color, True","2018-06-18","COLOR","T",19,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"682","18LHB011","Nitrate+Nitrite as Nitrogen","2018-06-18","NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"683","18LHB011","Nitrogen, ammonia (As N)","2018-06-18","7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"684","18LHB011","NITROGEN, KJELDAHL, TOTAL","2018-06-18","KN","T",0.51,"mg/l",0.08,"mg/l",0.1,"","T","",NA,NA,NA,NA,"EDT",""
"685","18LHB011","pH of Color Analysis","2018-06-18","PHCOLOR","T",7.4,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"686","18LHB011","PHOSPHORUS, DISSOLVED (AS P)","2018-06-18","7723-14-0","D",0.0089,"mg/l",0.002,"mg/l",0.005,"","R","Equipment Blank error ; Precision error",NA,NA,NA,NA,"EDT",""
"687","18LHB011","PHOSPHORUS, TOTAL (AS P)","2018-06-18","7723-14-0","T",0.0128,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"688","18LHB011","SULFATE (AS SO4)","2018-06-18","14808-79-8","T",7,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"689","18LHB011","UV 254","2018-06-18","UV254","T",0.088,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"690","18LHB012","Carbon, Dissolved Organic (DOC)","2018-06-18","DOC","D",4.4,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"691","18LHB012","Color, True","2018-06-18","COLOR","T",24,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"692","18LHB012","Nitrate+Nitrite as Nitrogen","2018-06-18","NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"693","18LHB012","Nitrogen, ammonia (As N)","2018-06-18","7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"694","18LHB012","NITROGEN, KJELDAHL, TOTAL","2018-06-18","KN","T",0.43,"mg/l",0.08,"mg/l",0.1,"","T","",NA,NA,NA,NA,"EDT",""
"695","18LHB012","pH of Color Analysis","2018-06-18","PHCOLOR","T",7.08,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"696","18LHB012","PHOSPHORUS, DISSOLVED (AS P)","2018-06-18","7723-14-0","D",0.0102,"mg/l",0.002,"mg/l",0.005,"","R","Equipment Blank error ; Precision error",NA,NA,NA,NA,"EDT",""
"697","18LHB012","PHOSPHORUS, TOTAL (AS P)","2018-06-18","7723-14-0","T",0.0159,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"698","18LHB012","SULFATE (AS SO4)","2018-06-18","14808-79-8","T",6.8,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"699","18LHB012","UV 254","2018-06-18","UV254","T",0.0855,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"700","18LHB013","ALKALINITY, TOTAL (AS CaCO3)","2018-06-19","ALK","T",108,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"701","18LHB013","Chlorophyll A","2018-06-19","479-61-8","T",6.5,"ug/l",NA,"ug/l",0.16,"","A","",NA,NA,NA,NA,"EDT",""
"702","18LHB013","Color, True","2018-06-19","COLOR","T",38,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"703","18LHB013","Nitrate+Nitrite as Nitrogen","2018-06-19","NO3NO2N","T",0.0023,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"704","18LHB013","Nitrogen, ammonia (As N)","2018-06-19","7664-41-7","T",0.0071,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"705","18LHB013","NITROGEN, KJELDAHL, TOTAL","2018-06-19","KN","T",0.87,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"706","18LHB013","pH of Color Analysis","2018-06-19","PHCOLOR","T",7.65,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"707","18LHB013","PHOSPHORUS, DISSOLVED (AS P)","2018-06-19","7723-14-0","D",0.0134,"mg/l",0.002,"mg/l",0.005,"","R","Equipment Blank error ; Precision error",NA,NA,NA,NA,"EDT",""
"708","18LHB013","PHOSPHORUS, TOTAL (AS P)","2018-06-19","7723-14-0","T",0.0314,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"709","18LHB013","TOTAL ORGANIC CARBON","2018-06-19","TOC","T",5.9,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"710","18LHB017","Carbon, Dissolved Organic (DOC)","2018-06-20","DOC","D",4.8,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"711","18LHB017","Color, True","2018-06-20","COLOR","T",39,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"712","18LHB017","Nitrate+Nitrite as Nitrogen","2018-06-20","NO3NO2N","T",0.0021,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"713","18LHB017","Nitrogen, ammonia (As N)","2018-06-20","7664-41-7","T",0.0107,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"714","18LHB017","NITROGEN, KJELDAHL, TOTAL","2018-06-20","KN","T",0.66,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"715","18LHB017","pH of Color Analysis","2018-06-20","PHCOLOR","T",7.76,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"716","18LHB017","PHOSPHORUS, DISSOLVED (AS P)","2018-06-20","7723-14-0","D",0.0101,"mg/l",0.002,"mg/l",0.005,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"717","18LHB017","PHOSPHORUS, TOTAL (AS P)","2018-06-20","7723-14-0","T",0.0363,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"718","18LHB017","SULFATE (AS SO4)","2018-06-20","14808-79-8","T",9.2,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"719","18LHB017","UV 254","2018-06-20","UV254","T",0.078,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"720","18LHB018","Arsenic","2018-06-20","7440-38-2","T",0.8,"ug/l",0.39,"ug/l",1,"J","R","estimated value due to lab error ; Precision error",NA,NA,NA,NA,"EDT","Reporting Limit, less than"
"721","18LHB018","Carbon, Dissolved Organic (DOC)","2018-06-20","DOC","D",4.7,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"722","18LHB018","Color, True","2018-06-20","COLOR","T",36,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"723","18LHB018","Iron","2018-06-20","7439-89-6","T",320,"ug/l",13,"ug/l",100,"","A","",NA,NA,NA,NA,"EDT",""
"724","18LHB018","Manganese","2018-06-20","7439-96-5","T",215,"ug/l",1.7,"ug/l",10,"","A","",NA,NA,NA,NA,"EDT",""
"725","18LHB018","Nitrate+Nitrite as Nitrogen","2018-06-20","NO3NO2N","T",0.004,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"726","18LHB018","Nitrogen, ammonia (As N)","2018-06-20","7664-41-7","T",0.0233,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"727","18LHB018","NITROGEN, KJELDAHL, TOTAL","2018-06-20","KN","T",0.68,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"728","18LHB018","pH of Color Analysis","2018-06-20","PHCOLOR","T",7.71,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"729","18LHB018","PHOSPHORUS, DISSOLVED (AS P)","2018-06-20","7723-14-0","D",0.0119,"mg/l",0.002,"mg/l",0.005,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"730","18LHB018","PHOSPHORUS, TOTAL (AS P)","2018-06-20","7723-14-0","T",0.0335,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"731","18LHB018","SULFATE (AS SO4)","2018-06-20","14808-79-8","T",9.3,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"732","18LHB018","UV 254","2018-06-20","UV254","T",0.079,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"733","18LHB019","ALKALINITY, TOTAL (AS CaCO3)","2018-06-18","ALK","T",63.6,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"734","18LHB019","Carbon, Dissolved Organic (DOC)","2018-06-18","DOC","D",5.1,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"735","18LHB019","Chlorophyll A","2018-06-18","479-61-8","T",6.67,"ug/l",NA,"ug/l",0.16,"","A","",NA,NA,NA,NA,"EDT",""
"736","18LHB019","Color, True","2018-06-18","COLOR","T",29,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"737","18LHB019","Nitrate+Nitrite as Nitrogen","2018-06-18","NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"738","18LHB019","Nitrogen, ammonia (As N)","2018-06-18","7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"739","18LHB019","NITROGEN, KJELDAHL, TOTAL","2018-06-18","KN","T",0.54,"mg/l",0.08,"mg/l",0.1,"","T","",NA,NA,NA,NA,"EDT",""
"740","18LHB019","pH of Color Analysis","2018-06-18","PHCOLOR","T",7.71,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"741","18LHB019","PHOSPHORUS, DISSOLVED (AS P)","2018-06-18","7723-14-0","D",0.0134,"mg/l",0.002,"mg/l",0.005,"","R","Equipment Blank error ; Precision error",NA,NA,NA,NA,"EDT",""
"742","18LHB019","PHOSPHORUS, TOTAL (AS P)","2018-06-18","7723-14-0","T",0.0249,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"743","18LHB019","SULFATE (AS SO4)","2018-06-18","14808-79-8","T",8.1,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"744","18LHB019","UV 254","2018-06-18","UV254","T",0.0975,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"745","18LHB020","Arsenic","2018-06-18","7440-38-2","T",NA,"ug/l",0.39,"ug/l",1,"U","R","Analyte was analyzed for but not detected ; Precision error",NA,NA,NA,NA,"EDT","Not Detected"
"746","18LHB020","Calcium","2018-06-18","7440-70-2","T",25700,"ug/l",110,"ug/l",1000,"","A","",NA,NA,NA,NA,"EDT",""
"747","18LHB020","Carbon, Dissolved Organic (DOC)","2018-06-18","DOC","D",4.4,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"748","18LHB020","Color, True","2018-06-18","COLOR","T",20,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"749","18LHB020","Iron","2018-06-18","7439-89-6","T",73.1,"ug/l",13,"ug/l",100,"J","J","estimated value due to lab error",NA,NA,NA,NA,"EDT","Reporting Limit, less than"
"750","18LHB020","Magnesium","2018-06-18","7439-95-4","T",3380,"ug/l",29,"ug/l",1000,"","A","",NA,NA,NA,NA,"EDT",""
"751","18LHB020","Manganese","2018-06-18","7439-96-5","T",98.5,"ug/l",1.7,"ug/l",10,"","A","",NA,NA,NA,NA,"EDT",""
"752","18LHB020","Nitrate+Nitrite as Nitrogen","2018-06-18","NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"753","18LHB020","Nitrogen, ammonia (As N)","2018-06-18","7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"754","18LHB020","NITROGEN, KJELDAHL, TOTAL","2018-06-18","KN","T",0.45,"mg/l",0.08,"mg/l",0.1,"","T","",NA,NA,NA,NA,"EDT",""
"755","18LHB020","pH of Color Analysis","2018-06-18","PHCOLOR","T",7.41,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"756","18LHB020","PHOSPHORUS, DISSOLVED (AS P)","2018-06-18","7723-14-0","D",0.0129,"mg/l",0.002,"mg/l",0.005,"","R","Equipment Blank error ; Precision error",NA,NA,NA,NA,"EDT",""
"757","18LHB020","PHOSPHORUS, TOTAL (AS P)","2018-06-18","7723-14-0","T",0.0267,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"758","18LHB020","Potassium","2018-06-18","9/7/7440","T",1130,"ug/l",70,"ug/l",2000,"J","J","estimated value due to lab error",NA,NA,NA,NA,"EDT","Reporting Limit, less than"
"759","18LHB020","Sodium","2018-06-18","7440-23-5","T",11600,"ug/l",44,"ug/l",1000,"","A","",NA,NA,NA,NA,"EDT",""
"760","18LHB020","SULFATE (AS SO4)","2018-06-18","14808-79-8","T",7.9,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"761","18LHB020","UV 254","2018-06-18","UV254","T",0.0855,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"762","18LHB021","ALKALINITY, TOTAL (AS CaCO3)","2018-06-27","ALK","T",66.8,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"763","18LHB021","Chlorophyll A","2018-06-27","479-61-8","T",26.8,"ug/l",NA,"ug/l",0.8,"","A","",NA,NA,NA,NA,"EDT",""
"764","18LHB021","Color, True","2018-06-27","COLOR","T",29,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"765","18LHB021","Nitrate+Nitrite as Nitrogen","2018-06-27","NO3NO2N","T",0.0073,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"766","18LHB021","Nitrogen, ammonia (As N)","2018-06-27","7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"767","18LHB021","NITROGEN, KJELDAHL, TOTAL","2018-06-27","KN","T",0.78,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"768","18LHB021","pH of Color Analysis","2018-06-27","PHCOLOR","T",8.22,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"769","18LHB021","PHOSPHORUS, DISSOLVED (AS P)","2018-06-27","7723-14-0","D",0.0086,"mg/l",0.002,"mg/l",0.005,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"770","18LHB021","PHOSPHORUS, TOTAL (AS P)","2018-06-27","7723-14-0","T",0.0221,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"771","18LHB021","TOTAL ORGANIC CARBON","2018-06-27","TOC","T",4.8,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"772","18LHB022","Color, True","2018-06-27","COLOR","T",33,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"773","18LHB022","Nitrate+Nitrite as Nitrogen","2018-06-27","NO3NO2N","T",0.0022,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"774","18LHB022","Nitrogen, ammonia (As N)","2018-06-27","7664-41-7","T",0.588,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"775","18LHB022","NITROGEN, KJELDAHL, TOTAL","2018-06-27","KN","T",0.99,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"776","18LHB022","pH of Color Analysis","2018-06-27","PHCOLOR","T",7.53,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"777","18LHB022","PHOSPHORUS, DISSOLVED (AS P)","2018-06-27","7723-14-0","D",0.0383,"mg/l",0.002,"mg/l",0.005,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"778","18LHB022","PHOSPHORUS, TOTAL (AS P)","2018-06-27","7723-14-0","T",0.0471,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"779","18LHB022","TOTAL ORGANIC CARBON","2018-06-27","TOC","T",3.6,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"780","18LHB023","ALKALINITY, TOTAL (AS CaCO3)","2018-06-20","ALK","T",62.8,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"781","18LHB023","Carbon, Dissolved Organic (DOC)","2018-06-20","DOC","D",8.7,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"782","18LHB023","Chlorophyll A","2018-06-20","479-61-8","T",47,"ug/l",NA,"ug/l",1.6,"","A","",NA,NA,NA,NA,"EDT",""
"783","18LHB023","Color, True","2018-06-20","COLOR","T",57,"color unit",NA,"color unit",1,"","T","",NA,NA,NA,NA,"EDT",""
"784","18LHB023","Nitrate+Nitrite as Nitrogen","2018-06-20","NO3NO2N","T",0.0067,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"785","18LHB023","Nitrogen, ammonia (As N)","2018-06-20","7664-41-7","T",0.0069,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"786","18LHB023","NITROGEN, KJELDAHL, TOTAL","2018-06-20","KN","T",0.99,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"787","18LHB023","pH of Color Analysis","2018-06-20","PHCOLOR","T",7.57,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"788","18LHB023","PHOSPHORUS, DISSOLVED (AS P)","2018-06-20","7723-14-0","D",0.032,"mg/l",0.01,"mg/l",0.025,"","T","",NA,NA,NA,NA,"EDT",""
"789","18LHB023","PHOSPHORUS, TOTAL (AS P)","2018-06-20","7723-14-0","T",0.0854,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"790","18LHB023","SULFATE (AS SO4)","2018-06-20","14808-79-8","T",4.1,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"791","18LHB023","UV 254","2018-06-20","UV254","T",0.282,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"792","18LHB029","ALKALINITY, TOTAL (AS CaCO3)","2018-06-27","ALK","T",194,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"793","18LHB029","Chlorophyll A","2018-06-27","479-61-8","T",24.9,"ug/l",NA,"ug/l",0.8,"","A","",NA,NA,NA,NA,"EDT",""
"794","18LHB029","Color, True","2018-06-27","COLOR","T",32,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"795","18LHB029","Nitrate+Nitrite as Nitrogen","2018-06-27","NO3NO2N","T",0.387,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"796","18LHB029","Nitrogen, ammonia (As N)","2018-06-27","7664-41-7","T",0.189,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"797","18LHB029","NITROGEN, KJELDAHL, TOTAL","2018-06-27","KN","T",1.15,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"798","18LHB029","pH of Color Analysis","2018-06-27","PHCOLOR","T",8.05,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"799","18LHB029","PHOSPHORUS, DISSOLVED (AS P)","2018-06-27","7723-14-0","D",0.0103,"mg/l",0.002,"mg/l",0.005,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"800","18LHB029","PHOSPHORUS, TOTAL (AS P)","2018-06-27","7723-14-0","T",0.0203,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"801","18LHB029","TOTAL ORGANIC CARBON","2018-06-27","TOC","T",5.9,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"802","18LHB030","Color, True","2018-06-27","COLOR","T",49,"color unit",NA,"color unit",1,"","T","",NA,NA,NA,NA,"EDT",""
"803","18LHB030","Nitrate+Nitrite as Nitrogen","2018-06-27","NO3NO2N","T",0.0146,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"804","18LHB030","Nitrogen, ammonia (As N)","2018-06-27","7664-41-7","T",1.64,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"805","18LHB030","NITROGEN, KJELDAHL, TOTAL","2018-06-27","KN","T",2.48,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"806","18LHB030","pH of Color Analysis","2018-06-27","PHCOLOR","T",7.66,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"807","18LHB030","PHOSPHORUS, DISSOLVED (AS P)","2018-06-27","7723-14-0","D",0.014,"mg/l",0.002,"mg/l",0.005,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"808","18LHB030","PHOSPHORUS, TOTAL (AS P)","2018-06-27","7723-14-0","T",0.0472,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"809","18LHB030","TOTAL ORGANIC CARBON","2018-06-27","TOC","T",6.3,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"810","18LHB033","ALKALINITY, TOTAL (AS CaCO3)","2018-06-18","ALK","T",86,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"811","18LHB033","Chlorophyll A","2018-06-18","479-61-8","T",2.69,"ug/l",NA,"ug/l",0.08,"","A","",NA,NA,NA,NA,"EDT",""
"812","18LHB033","Color, True","2018-06-18","COLOR","T",21,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"813","18LHB033","Nitrate+Nitrite as Nitrogen","2018-06-18","NO3NO2N","T",0.0083,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"814","18LHB033","Nitrogen, ammonia (As N)","2018-06-18","7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"815","18LHB033","NITROGEN, KJELDAHL, TOTAL","2018-06-18","KN","T",0.58,"mg/l",0.08,"mg/l",0.1,"","T","",NA,NA,NA,NA,"EDT",""
"816","18LHB033","pH of Color Analysis","2018-06-18","PHCOLOR","T",7.83,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"817","18LHB033","PHOSPHORUS, DISSOLVED (AS P)","2018-06-18","7723-14-0","D",0.0091,"mg/l",0.002,"mg/l",0.005,"","R","Equipment Blank error ; Precision error",NA,NA,NA,NA,"EDT",""
"818","18LHB033","PHOSPHORUS, TOTAL (AS P)","2018-06-18","7723-14-0","T",0.0102,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"819","18LHB033","TOTAL ORGANIC CARBON","2018-06-18","TOC","T",3.5,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
